ts_code,open,high,low,close,pct_chg,vol,amount,volume_obv,volume_cmf,volume_vpt,volume_vwap,volume_mfi,volatility_bbw,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_adx,trend_adx_pos,trend_adx_neg,momentum_rsi,momentum_wr,momentum_roc,momentum_ao,momentum_ppo_hist,trend_cci,trend_aroon_up,trend_aroon_down,trend_aroon_ind
603881.SH,39.5,40.07,36.74,37.35,-8.5007,791607.81,3048668.724,693772.45,-0.288177893,103044.5525,32.98332795,60.803751,29.59428798,2.530293872,4.758448228,1.192021552,0.695705188,0.496316364,17.55818824,30.68035892,12.93622672,68.21044742,-18.57923497,27.12729748,2.928352941,1.505356394,189.9773632,100,52,48
603881.SH,41.18,42.69,40.26,40.82,-4.1559,820306.97,3399146.029,1514079.42,-0.292449262,179255.1331,34.05308238,69.42619273,37.2733896,2.811264485,4.513272461,1.688914996,0.894347149,0.794567847,19.91328299,33.44431907,10.99124445,74.50821357,-10.83429896,47.8449837,4.288911765,2.355001324,236.6100731,100,48,52
603881.SH,39.6,44.17,38.93,42.59,6.0772,1105734.61,4646947.313,2619814.03,-0.222517761,227200.9993,35.58598373,78.75002777,44.75749626,3.054138036,4.286385101,2.200168664,1.155511452,1.044657212,22.42428492,32.73138484,9.484327593,77.01010042,-9.186046512,42.10877544,5.737352941,3.012480833,217.2478968,100,44,56
603881.SH,41.05,42,39.78,40.15,-2.097,623032.88,2534466.747,1996781.15,-0.244442785,191507.1692,36.48526592,76.20145938,46.62502905,3.029724233,3.476464633,2.38100651,1.400610464,0.980396046,24.75592957,30.3299345,8.78847736,67.21645768,-28.30985915,20.57057057,6.912029412,2.760017438,157.4348839,96,40,56
603881.SH,41.29,42.9,40.81,41.01,-1.6547,700687.64,2931315.41,2697468.79,-0.292715108,206515.6715,37.02879182,77.93273098,48.90071701,3.001751809,3.500063291,2.564158594,1.63332009,0.930838504,27.1160393,30.50200358,8.157683928,68.72609289,-25.34081796,23.85986107,7.871911765,2.548851312,145.2200867,92,36,56
603881.SH,40.75,43,39.71,41.7,-0.0719,961158.82,3988862.831,3658627.61,-0.24801447,222687.3269,37.64459768,68.243845,50.77045331,3.030576628,3.544341738,2.733475371,1.853351146,0.880124225,28.47289414,27.92010891,10.29729633,69.92280264,-19.80753809,24.58918434,8.253823529,2.33616909,120.1663902,88,32,56
603881.SH,39.1,43.44,37.9,41.73,4.9811,1137409.4,4575005.579,4796037.01,-0.204399222,223505.607,38.15982866,59.09574552,51.63731982,3.281518966,3.581947298,2.837373412,2.050155599,0.787217813,28.52216233,24.20468674,13.27470372,69.97659536,-19.56696071,19.7761194,7.898264706,2.017148821,97.40211973,84,28,56
603881.SH,42.2,42.5,39.39,39.75,-1.1686,1155259.35,4780020.815,3640777.66,-0.241542915,168691.0009,38.61432767,50.82711544,50.20557913,3.264367069,4.000804991,2.728491553,2.18582279,0.542668763,28.56791136,22.40241141,12.28627238,62.08440987,-35.44506816,20.56414923,7.517558824,1.317504281,78.98257476,80,24,56
603881.SH,35.15,40.22,35.14,40.22,10.0109,899034.09,3414457.03,4539811.75,-0.206436669,179321.0895,38.92244286,43.80288964,47.88814681,3.445930362,4.268287582,2.64958421,2.278575074,0.371009136,26.6590958,19.80793947,20.55238299,63.14692603,-33.64565588,22.92176039,6.692911765,0.826928959,38.62403338,76,20,56
603881.SH,38,38.75,36.56,36.56,-6.8535,645433.23,2413712.596,3894378.52,-0.231580117,120586.9865,39.08693755,43.07851476,42.10751045,3.467337326,5.520760295,2.265601714,2.275980402,-0.010378688,24.8866242,18.17479092,18.85785568,51.130716,-64.82112436,10.15366074,5.656882353,-0.188573485,9.871770088,72,16,56
603881.SH,38.11,42.06,37,39.25,-0.2541,1194907.78,4709755.242,5089286.3,-0.21189446,208505.5294,39.36316893,50.36192921,38.49710328,3.670603593,5.676875038,2.153528798,2.251490081,-0.097961283,24.27357313,23.11994716,16.63786896,57.52772163,-41.90800681,19.88393403,5.017911765,-0.426510328,45.6792493,68,12,56
603881.SH,37.2,40.46,36.27,39.35,6.9875,1188809.47,4539411.303,6278095.77,-0.169162444,211534.3434,39.4920343,46.98694945,37.30575822,3.722543234,5.895642994,2.049157952,2.211023655,-0.161865703,23.36698977,21.08365544,16.70696964,57.7491375,-41.05621806,11.63120567,4.306323529,-0.595708426,25.86716908,64,8,56
603881.SH,35.81,37.52,33.85,36.78,6.1166,1061684.85,3783458.817,5216410.92,-0.106653372,142194.3163,39.52510923,41.12952315,35.65003109,3.900288911,6.742112067,1.73901945,2.116622814,-0.377603365,21.87976069,18.7492781,19.7288475,50.46744543,-71.60852713,-1.526104418,3.099764706,-1.152816196,-36.50627075,60,4,56
603881.SH,33,35.03,32.99,34.66,1.7317,662629.67,2273998.571,4553781.25,-0.058693456,104000.3277,39.45776038,36.51416113,34.91157317,3.88926002,8.379681604,1.307098749,1.954718001,-0.647619253,20.82046503,17.32571259,19.95377536,45.38380176,-85.06261181,-15.09064184,2.263117647,-1.851354611,-79.58615661,56,0,56
603881.SH,33.78,35.15,32.58,34.07,1.7015,728375.47,2483063.716,3825405.78,-0.086112793,91601.55315,39.23174386,30.94540359,35.34399005,3.757334018,9.940015639,0.9067381,1.745122021,-0.838383921,19.99071648,16.41553419,19.74361722,44.05381256,-87.14408973,-20.00469594,1.402617647,-2.346866843,-86.38488959,52,0,52
603881.SH,35.6,36.4,33.35,33.5,-9.606,881138.75,3043402.226,2944267.03,-0.114060279,76859.87168,38.77568559,30.46153532,34.94308135,3.686600616,11.46042892,0.537261943,1.503550005,-0.966288062,18.66861951,17.96127316,18.50141645,42.750362,-92.06212252,-16.56288917,0.343676471,-2.682934872,-78.23741007,48,0,48
603881.SH,38.38,39.99,36.1,37.06,-4.9744,927300.35,3491376.634,3871567.38,-0.112589513,175402.8342,38.42845809,28.85253119,32.67045355,3.966940554,11.84428218,0.525652283,1.307970461,-0.782318178,18.53024962,22.66828872,16.17007141,52.25250354,-58.74769797,-9.631797123,0.048205882,-2.174143072,-5.96473029,44,12,32
603881.SH,40.9,40.9,38.19,39,-4.8548,943775.71,3714553.676,4815343.09,-0.138841779,224807.1752,38.39043528,35.56727353,30.45732188,3.954246499,11.87432655,0.665323891,1.179441147,-0.514117256,18.67954462,22.74481523,14.96824007,56.49057708,-40.8839779,-6.474820144,0.531382353,-1.439204089,31.18897348,40,8,32
603881.SH,38.24,44.18,38.24,40.99,-3.5302,1315073.81,5265509.719,6130416.9,-0.110644468,291909.6594,38.49124396,38.61756773,27.809043,4.152821849,11.84234802,0.925917613,1.12873644,-0.202818827,19.68832273,26.32259153,13.31913776,60.3757876,-27.5,-1.773304577,1.653294118,-0.597888862,75.69176563,100,4,96
603881.SH,42,44.41,41.22,42.49,5.2514,1693611,7302942.732,7824027.9,-0.101440104,353886.1537,38.78749569,49.29665868,27.68812417,4.079539664,11.8291712,1.239192836,1.150827719,0.088365117,20.68003374,25.06944374,12.46745287,63.05386493,-16.22992392,6.893081761,3.087411765,0.172481269,112.0003221,100,0,100
603881.SH,40.37,40.37,40.02,40.37,10,610806.33,2465577.507,7213221.57,-0.044624281,323410.526,38.66902151,51.31996928,27.48536254,3.918585698,11.89185465,1.301397722,1.18094172,0.120456002,21.02390281,23.88169779,14.17854349,57.17249005,-34.15046492,0.372948782,3.859941176,0.254204702,34.69025119,96,12,84
603881.SH,34.05,38.83,34.05,36.7,1.1577,1382339.5,5093040.67,5830882.07,-0.013456802,197743.2987,38.30604607,50.97398304,27.81911933,4.158727128,12.30867728,1.042539467,1.153261269,-0.110721802,19.89484992,21.1239261,23.44938828,48.70332413,-65.17328825,0.382932166,3.358352941,-0.346578498,-69.58943273,92,8,84
603881.SH,35.03,37.11,33.25,36.28,7.4645,1626898.01,5716685.047,4203984.06,0.010897114,179124.8474,37.99065601,48.88012353,27.19168945,4.128854415,12.82767084,0.794345229,1.081478061,-0.287132833,19.07738644,19.63274928,23.25709613,47.83010591,-68.72358411,-7.566878981,2.265352941,-0.804717912,-88.11665543,88,4,84
603881.SH,35.8,36.49,33.76,33.76,-9.9973,1404176.01,4864749.215,2799808.05,-0.036323952,81591.12232,37.72112033,46.83830747,29.22651381,3.988968974,13.43069612,0.389813045,0.943145058,-0.553332013,18.31831321,18.63101827,22.07043837,42.86423739,-90.02535926,-14.20584498,0.846735294,-1.505505464,-99.9201085,84,0,84
603881.SH,37.51,37.51,37.51,37.51,10,232366.59,871607.079,3032174.64,-0.009713045,107401.9847,37.57793328,43.13172549,28.637939,3.965072076,13.63094669,0.36757486,0.828031018,-0.460456158,17.2414846,19.23240077,20.52150574,51.01458411,-58.3262891,1.984774334,-0.420588235,-1.253189309,-15.96838721,80,60,20
603881.SH,33.75,34.1,31,34.1,10,1049719.53,3430431.536,1982455.11,0.031220834,11972.93648,37.16046727,44.03408534,28.92137286,4.219564869,14.47476272,0.073940102,0.677212835,-0.603272733,17.95657471,17.0016682,29.74007745,44.76167419,-76.88292319,-1.615695326,-1.931352941,-1.635250697,-131.8507822,76,100,-24
603881.SH,31,31,29.9,31,10.0071,946885.81,2908156.913,1035569.3,0.056406932,-74107.5917,36.81326486,44.80362263,31.52981273,4.217608382,15.76256372,-0.40425169,0.46091993,-0.86517162,18.8450854,15.73372838,29.4753575,39.96579459,-92.41902136,-9.010859994,-3.038176471,-2.356729889,-173.1760828,72,100,-28
603881.SH,28.18,28.18,28.18,28.18,9.9922,91940.2,259087.484,943629.1,0.105043815,-82471.18409,36.87978109,46.56769634,37.80131637,4.077847544,17.45602266,-0.999253787,0.168885186,-1.168138974,20.00730478,14.92869577,31.08798581,36.1693683,-100,-15.88059701,-4.270088235,-3.229828638,-199.9258569,68,100,-32
603881.SH,23.82,27.17,23.61,25.62,3.7247,1182032.7,2992562.491,-238403.6,0.06579088,-189852.4372,36.08579291,46.08122237,45.69798336,4.127062789,19.71611927,-1.658252538,-0.196542358,-1.46171018,21.83969679,13.70489864,36.73712798,33.09585132,-90.33653846,-30.86886131,-5.979294118,-4.135911318,-213.2663182,64,100,-36
603881.SH,23.42,24.7,23.18,24.7,10.0223,942452.28,2302886.012,-1180855.88,0.143946574,-223695.3762,35.40720294,40.79488978,53.96283306,3.95835651,21.94085506,-2.229054949,-0.603044877,-1.626010072,23.60408527,13.08799275,35.87673136,32.04207632,-92.8403203,-36.66666667,-8.414470588,-4.725221048,-193.4178462,60,100,-40
603881.SH,23.15,23.71,21.98,22.45,-2.6453,812014.44,1862539.616,-1992870.32,0.134627074,-297664.3029,34.53260047,35.05154996,62.94896217,3.834520859,25.12657099,-2.830349659,-1.048505833,-1.781843826,25.41973453,12.41699164,36.29923034,29.56293515,-97.90459206,-45.23054404,-10.04223529,-5.356473845,-183.0208759,56,100,-44
603881.SH,21.22,23.42,20.91,23.06,5.5861,792181.86,1762361.142,-1200688.46,0.137706814,-276139.5397,33.52992447,28.62062042,69.3294387,3.702068773,27.88639281,-3.220533838,-1.482911434,-1.737622404,27.26110409,11.81502248,36.60611759,31.1189452,-90.85106383,-45.72840668,-11.38026471,-5.400591689,-153.6512165,52,100,-48
603881.SH,20.57,21.84,20.4,21.84,10.0252,813353.01,1734701.852,-2014041.47,0.148947412,-319170.3581,32.06448021,18.61122635,76.79387178,3.597861896,30.75931452,-3.58685439,-1.903700025,-1.683154365,29.04567702,11.19558531,35.69213178,29.70555059,-94.00249896,-45.9004211,-12.41829412,-5.43914187,-139.6843802,48,100,-52
603881.SH,20.8,20.8,19.8,19.85,-3.3122,298588.8,599436.587,-2312630.27,0.114849958,-346376.9383,30.29345706,2.361127649,85.88208036,3.442075706,33.62563546,-3.991728276,-2.321305675,-1.670422601,30.79298091,10.73092757,35.43147357,27.51063835,-99.75692756,-45.91280654,-12.97938235,-5.656301293,-129.2430928,44,100,-56
603881.SH,19.28,20.53,19.27,20.53,5.3901,450023.74,903744.706,-1862606.53,0.134733572,-330960.5079,29.40644023,2.464871045,93.16502457,3.223868136,35.7110009,-4.209202367,-2.698885014,-1.510317353,32.49696462,10.44264269,35.60964182,29.4294983,-93.55828221,-43.4123484,-13.24311765,-5.365403115,-111.741558,40,100,-60
603881.SH,20.5,20.62,19.48,19.48,-2.8913,448599.3,898592.691,-2311205.83,0.15723104,-353903.9694,28.13290305,2.793356711,100.8638263,3.015481322,37.77624372,-4.415380616,-3.042184134,-1.373196482,34.02988784,10.37764991,34.70129996,28.18867829,-98.84868421,-42.2985782,-13.17197059,-5.15449677,-100.6401612,36,96,-60
603881.SH,19.42,20.06,19.25,20.06,2.0865,409910.24,807507.687,-1901295.59,0.212305468,-341699.2498,26.56505868,3.322814463,106.2863296,2.79493319,39.57742575,-4.480330747,-3.329813457,-1.15051729,35.4932591,10.17897159,34.58056811,29.94572753,-95.56407448,-46.52092775,-13.03,-4.594076059,-90.57954597,32,100,-68
603881.SH,19.3,19.75,19.12,19.65,2.8796,409563.21,797282.539,-2310858.8,0.257985145,-350070.1828,24.9578274,3.932955373,109.9917323,2.609439871,41.20867484,-4.512866254,-3.566424016,-0.946442238,36.87594516,9.941115595,34.09567653,29.39814265,-97.11799891,-42.37536657,-12.73597059,-4.066793134,-84.89153713,28,100,-72
603881.SH,19.08,19.33,18.73,19.1,1.6498,312068.77,595589.684,-2622927.57,0.284949442,-358804.9321,24.4266145,0,110.9836784,2.440495884,42.73821336,-4.530803005,-3.759299814,-0.771503191,38.23455764,9.702156731,34.2950821,28.64152539,-97.59271308,-38.38709677,-12.31864706,-3.617149364,-82.35099632,24,100,-76
603881.SH,18.99,19.09,18.68,18.79,-0.2654,284494.96,537173.14,-2907422.53,0.327346907,-363422.3895,23.1262655,0,107.815021,2.238446295,43.69800111,-4.517952277,-3.911030306,-0.60692197,39.50616763,9.588838401,34.03356976,28.20096644,-99.10714286,-33.32150461,-11.86076471,-3.170043913,-79.08025994,20,100,-80
603881.SH,19.2,19.35,18.58,18.84,-1.6701,421261.05,798851.972,-2486161.48,0.279443996,-362301.4181,21.96842687,4.731953183,103.8472776,2.091601666,43.99715303,-4.452408803,-4.019306006,-0.433102797,40.49149316,10.13380067,33.26644778,28.39228658,-97.29166667,-26.46370023,-11.43938235,-2.637780277,-74.55818644,16,100,-84
603881.SH,18.62,19.44,18.53,19.16,3.1216,538513.77,1027045.543,-1947647.71,0.301166853,-353154.6874,21.70394368,10.34854275,101.3830277,1.973441499,43.59065293,-4.324790311,-4.080402867,-0.244387444,41.335319,10.12700476,32.33873134,29.68369258,-92.70833333,-22.4291498,-10.9275,-1.986968473,-69.07644616,12,100,-88
603881.SH,17.69,18.59,17.49,18.58,6.1714,404321.96,734321.924,-2351969.67,0.287930056,-365394.0787,20.90579468,11.88238787,97.32062002,1.943097349,42.79484414,-4.22178676,-4.108679645,-0.113107115,42.37363415,9.598011828,33.90250191,28.67430357,-84.88210818,-17.23830735,-10.62885294,-1.542133094,-76.10498359,8,100,-92
603881.SH,17.37,17.62,16.83,17.5,-1.2972,285209.54,493703.867,-2637179.21,0.460949102,-381972.4588,20.2887382,13.44841749,95.17987746,1.923787614,41.80561879,-4.179128288,-4.122769374,-0.056358914,43.49104373,9.063716442,34.11469361,26.84382168,-90.26162791,-24.11101474,-10.38897059,-1.40350677,-87.10376806,4,100,-96
603881.SH,18.82,18.82,17.72,17.73,-5.7917,433020.56,791900.565,-2204158.65,0.415246152,-376281.3315,19.8251842,20.86131942,80.93606974,1.863408853,40.33584848,-4.079733437,-4.114162187,0.03442875,43.54747207,12.60456673,32.63880052,27.89942333,-86.34294385,-18.81868132,-9.886676471,-1.078030334,-74.22323564,0,96,-96
603881.SH,18.17,19.22,18.06,18.82,3.5204,588074.17,1111649.378,-1616084.48,0.353069646,-340127.8715,19.37388286,31.37171214,66.43740133,1.826067968,38.61703118,-3.868415722,-4.065012894,0.196597172,43.28800577,13.31609717,31.00805937,32.84493435,-60.27944112,-5.188916877,-9.371529412,-0.369595685,-59.83200446,0,92,-92
603881.SH,18.1,18.6,17.47,18.18,-1.4634,493811.18,888590.239,-2109895.66,0.289659697,-356920.6003,18.98397074,33.78681145,54.06516124,1.778461171,36.49554718,-3.709823031,-3.993974921,0.28415189,43.24391105,12.6971015,31.59821344,31.47959764,-65.99496222,-11.44666342,-9.042411765,0.021934298,-75.56859868,0,88,-88
603881.SH,17.78,18.45,17.58,18.45,4.5326,541627.96,980848.354,-1568267.7,0.327535294,-348876.6207,18.85201346,41.31599143,43.93978889,1.687615054,33.98100947,-3.521753851,-3.899530707,0.377776856,43.20296595,12.30027944,30.61067561,32.74968664,-57.25593668,-5.287474333,-8.576970588,0.476624301,-74.74405384,8,84,-76
603881.SH,17.97,18.4,17.5,17.65,-3.8147,494806.65,883003.903,-2063074.35,0.302223964,-370331.6516,18.67693067,41.39538357,38.04314785,1.613853548,31.91626981,-3.39808992,-3.79924255,0.40115263,43.19426835,11.86424542,29.82407312,30.92084337,-78.36411609,-12.01395813,-7.963882353,0.608570811,-86.45589383,4,80,-76
603881.SH,20,20.22,18.35,18.35,-10.0049,789326.22,1496522.362,-1273748.13,0.134023327,-339026.929,18.63060454,51.83939723,31.07041579,1.709468194,29.30539658,-3.206637097,-3.680721459,0.474084362,41.66081105,17.38273718,27.03228559,34.37416417,-55.16224189,-6.615776081,-7.302352941,1.009458893,-23.35622766,0,76,-76
603881.SH,21.61,22.56,20.39,20.39,-9.9779,1118179.52,2342129.989,-155568.61,0.057678469,-214717.0532,18.95402287,63.38996336,28.15534031,1.959521374,26.53715864,-2.857360532,-3.516049274,0.658688742,38.74778782,22.79683122,23.20091488,43.27412174,-37.87085515,6.753926702,-6.248,2.004018126,120.8822624,0,72,-72
603881.SH,23.71,23.71,22.37,22.65,5.1044,1491874.99,3468794.521,1336306.38,-0.07597112,-49359.64868,19.64644251,74.30521494,27.0462562,2.095569237,23.28703032,-2.370863387,-3.287012096,0.916148709,36.51619667,24.06906279,20.70829312,51.17410633,-15.40697674,20.54284194,-4.761558824,3.384258857,231.7909169,0,68,-68
603881.SH,21.55,21.55,21.55,21.55,10.0051,114995.92,247816.208,1221310.46,-0.159858138,-54944.4395,19.69694457,75.94055906,26.50132208,1.996012313,20.14344766,-2.050435557,-3.039696789,0.989261231,33.98333689,23.18045028,22.69592246,47.69261677,-31.39534884,14.38428875,-3.476323529,3.853192872,142.2138877,0,64,-64
603881.SH,19.1,20.6,19.02,19.59,2.2443,625561.12,1239825.27,595749.34,-0.146081616,-111840.0216,19.72869915,72.71793787,26.42148622,2.049411082,17.54950892,-1.932374601,-2.818232351,0.88585775,32.6802141,21.23828901,29.17280206,42.18547964,-59.88372093,2.244258873,-2.427705882,3.451923665,28.94068624,0,60,-60
603881.SH,18.3,20,18.2,19.16,5.3905,620298.18,1197199.648,-24548.84,-0.181534564,-125455.5509,19.7242135,66.30649948,25.80231211,2.024469974,15.69959621,-1.852157333,-2.625017348,0.772860015,31.80017632,19.95714347,30.16104982,41.06515153,-66.13372093,3.121636168,-1.844264706,2.991862632,-8.372008372,0,56,-56
603881.SH,17.61,18.38,17.18,18.18,3.0612,309472.13,553088.026,-334020.97,-0.122613119,-141284.5011,19.70089941,61.95097628,26.2409617,2.020022976,15.1289145,-1.846378478,-2.469289574,0.622911096,31.3722395,18.62614004,31.5852207,38.55225648,-80.37790698,3.885714286,-2.034441176,2.332360084,-84.37200384,0,52,-52
603881.SH,17.98,18.1,17.36,17.64,-0.8989,214161.35,378276.143,-548182.32,-0.168940585,-147645.7294,19.72186444,63.33432027,26.82825538,1.900020679,14.8317228,-1.863886458,-2.34820895,0.484322493,30.9748696,18.08810903,30.67285624,37.2013899,-88.22674419,-0.507614213,-2.583205882,1.708291697,-92.09020147,80,48,32
603881.SH,18.6,18.74,17.77,17.8,-3.0501,300634.98,545056.287,-247547.34,-0.224806552,-144918.8815,19.74637306,66.523504,27.3055721,1.820018611,14.53293585,-1.843599132,-2.247286987,0.403687855,30.17965384,19.69419593,29.44415294,37.89576601,-90.50535988,-5.419766206,-2.746029412,1.360782425,-59.39825595,76,44,32
603881.SH,17.81,18.58,17.61,18.36,1.4365,357268.67,648383.779,109721.33,-0.21209389,-133678.9683,19.76607735,66.24256437,27.454372,1.73501675,14.0950511,-1.762022462,-2.150234082,0.38821162,29.51343189,18.97245703,28.96959591,40.38053236,-81.9295559,0.99009901,-2.518,1.339850305,-49.805543,72,40,32
603881.SH,16.91,18.48,16.83,18.1,6.0961,392282.36,697420.036,-282561.03,-0.177323577,-139234.1651,19.74789172,60.87330705,27.73355844,1.726515075,14.62316459,-1.698769829,-2.059941231,0.361171402,29.24579517,17.7788988,30.12104683,39.58857067,-81.54069767,-1.89701897,-2.368911765,1.254521023,-68.85618185,68,36,32
603881.SH,16.63,17.35,16.43,17.06,2.5857,138666.43,235390.291,-421227.46,-0.163871838,-147201.739,19.80562679,63.56646025,29.06054617,1.720863567,15.74753753,-1.712816686,-1.990516322,0.277699636,29.17305799,16.63802153,29.7251834,36.50450726,-91.34615385,-3.342776204,-2.148088235,0.864500317,-110.699246,64,100,-36
603881.SH,16.99,17.05,16.55,16.63,-2.2914,103238.95,172986.027,-524466.41,-0.199387616,-149803.893,19.8869715,60.23656053,30.78803558,1.599777211,17.06196921,-1.738604774,-1.940134012,0.201529239,29.10551631,16.29414383,29.11081783,35.28070695,-97.25274725,-9.373297003,-1.999382353,0.49747204,-111.3773325,60,96,-36
603881.SH,17.32,17.5,16.95,17.02,-1.4476,127519.28,218455.618,-396947.13,-0.256748179,-146813.3627,19.98538911,64.85710481,31.81973855,1.526799489,18.02589825,-1.707884845,-1.893684179,0.185799334,28.66305669,17.59019613,28.04592513,37.33274575,-91.8956044,-16.52770966,-1.965235294,0.444910179,-81.63380123,56,92,-36
603881.SH,17.3,17.56,17.25,17.27,-0.6901,161522.38,281736.834,-235424.75,-0.296147853,-144440.8248,20.04707493,61.34507528,32.0324341,1.428119541,18.97477618,-1.64441043,-1.843829429,0.199418999,28.20024427,17.43555223,27.37652024,38.67504433,-88.46153846,-23.75275938,-1.911029412,0.549922243,-70.40620408,52,88,-36
603881.SH,17.42,17.5,17.15,17.39,-0.1722,119867.28,207649.16,-115557.47,-0.254741496,-143607.9311,19.7485029,50.97172491,32.29875264,1.320307586,19.96406704,-1.566367393,-1.788337022,0.221969629,27.82891085,17.14983397,27.39610133,39.34661149,-86.81318681,-19.30394432,-1.814676471,0.705232109,-67.57799581,48,84,-36
603881.SH,16.97,17.47,16.95,17.42,3.0769,171617.27,296975.178,56059.8,-0.272006984,-143311.8691,18.38037654,24.51693222,32.78195256,1.240276828,20.61064672,-1.484979061,-1.72766543,0.242686369,27.60585229,16.71166463,27.67881749,39.52491234,-80.6640625,-11.07708014,-1.604941176,0.852415168,-65.71633495,44,80,-36
603881.SH,17.16,17.3,16.86,16.9,1.137,155312.73,265798.851,-99252.93,-0.313438295,-147948.07,18.22875331,24.45840075,33.68839474,1.172249145,20.89454966,-1.445771916,-1.671286727,0.225514811,27.45581037,16.2307263,27.34477308,37.4688536,-88.72901679,-11.7954071,-1.430117647,0.789454685,-74.91412539,40,76,-36
603881.SH,16.89,17.06,16.6,16.71,-1.1827,88956.28,149352.366,-188209.21,-0.405885737,-148948.1702,17.90022285,29.00607595,34.7636954,1.101024231,20.86203212,-1.41373473,-1.619776328,0.206041597,27.48657835,15.82778272,28.06911967,36.71728249,-92.15686275,-8.085808581,-1.407058824,0.710434255,-80.77216154,36,72,-36
603881.SH,16.84,17.06,16.65,16.91,0.8348,100020.26,168768.111,-88188.95,-0.379692763,-147751.0397,17.58665866,38.62970779,35.33674423,1.031921807,20.56018184,-1.356569018,-1.567134866,0.210565848,27.51514862,15.4593914,27.41581148,38.12424099,-79.22077922,-4.138321995,-1.4275,0.764569694,-72.44072316,32,68,-36
603881.SH,16.51,16.91,16.47,16.77,1.2681,78448.46,131530.407,-166637.41,-0.298993797,-148400.5242,17.51917705,42.34841593,36.18912427,0.972729627,20.0064611,-1.307489681,-1.515205829,0.207716147,27.67057393,15.0544359,27.76926509,37.49580426,-85.28138528,-5.786516854,-1.455676471,0.776475133,-75.05518764,28,64,-36
603881.SH,16.94,16.99,16.46,16.56,-2.2432,104461.53,174593.36,-271098.94,-0.169142932,-149708.6293,17.46607649,44.41886942,35.53456599,0.928456664,19.29188659,-1.270889179,-1.466342499,0.19545332,27.70525867,15.05574727,26.85667646,36.52326772,-94.37229437,-9.803921569,-1.4665,0.733243818,-76.04384682,24,60,-36
603881.SH,17.14,17.2,16.75,16.94,-1.1669,102980.84,174244.828,-168118.1,-0.02840355,-147345.5424,17.35556939,39.04454718,27.08793618,0.899610998,18.53912119,-1.197417114,-1.412557422,0.215140308,27.44110923,15.78350764,25.75595579,39.57729158,-76.27906977,-6.408839779,-1.415147059,0.872808174,-57.55536427,20,56,-36
603881.SH,16.99,17.3,16.97,17.14,1.0613,124925.7,214371.498,-43192.4,-0.027478495,-145870.6226,17.19155403,31.20463004,18.61381299,0.845649898,17.89089665,-1.110253336,-1.352096605,0.241843269,27.05117165,16.07408056,25.13199257,41.18129182,-65.36585366,0.468933177,-1.298411765,1.054242354,-36.64457977,16,52,-36
603881.SH,16.49,17.2,16.47,16.96,2.9751,148590.22,250772.341,-191782.62,0.026596569,-147431.08,17.0254137,35.95754968,15.1992638,0.834084908,17.08092452,-1.043669141,-1.290411112,0.246741971,27.13952509,15.26642938,27.31069826,40.14829603,-53.09734513,1.984365604,-1.242117647,1.110659595,-63.04138595,12,48,-36
603881.SH,16.51,16.97,16.41,16.47,-0.2423,117559.43,196647.622,-309342.05,-0.008619226,-150827.5494,17.00363537,36.44930449,12.51921409,0.806676417,15.82325231,-1.01869669,-1.236068228,0.217371538,27.27451983,14.65798375,26.64924596,37.39814288,-94.7826087,-3.231492362,-1.175205882,0.967182194,-98.64228318,8,100,-92
603881.SH,16.14,16.52,15.82,16.51,2.0396,104943.06,169383.572,-204398.99,-0.04165181,-150572.6786,16.97509099,36.47414096,11.92899051,0.796008776,14.20798004,-0.984331417,-1.185720866,0.201389448,27.90006819,13.91160993,29.58405278,37.77287258,-60.34482759,-4.400694847,-1.203411765,0.898454982,-143.974561,4,100,-96
603881.SH,16.4,16.65,16.15,16.18,-0.9792,84194.51,138054.937,-288593.5,-0.050542867,-152255.5489,16.92835048,34.63958361,12.57369677,0.766407898,12.70252257,-0.972514393,-1.143079571,0.170565178,28.25864002,14.36724929,28.46896148,35.86545463,-79.31034483,-6.958021852,-1.270176471,0.739885737,-125.6067615,0,96,-96
603881.SH,16.45,16.64,15.98,16.34,-0.9096,125960.66,204314.35,-162632.84,0.047334889,-151009.9552,16.83844641,25.35546018,12.46147644,0.755767108,11.12654705,-0.939409722,-1.102345601,0.162935879,28.74115364,13.6365864,28.33107086,37.51303278,-69.04761905,-6.199770379,-1.408264706,0.714871338,-123.185662,0,92,-92
603881.SH,16.77,17.68,16.48,16.49,-2.0784,191703.43,328503.174,29070.59,-0.089709001,-149250.1318,16.80766757,35.65789831,10.27800385,0.814190397,9.344198089,-0.890801679,-1.060036817,0.169235138,27.54431459,20.03851775,25.49601705,39.09274859,-63.97849462,-2.426035503,-1.324264706,0.771309282,-5.201661426,0,88,-88
603881.SH,16.91,17.15,16.6,16.84,-0.4728,113134.96,190873.178,142205.55,-0.191605959,-146848.844,16.7621137,37.02889294,7.923182959,0.798771358,7.829308737,-0.81464664,-1.010958781,0.196312142,26.43296405,19.02850511,24.21092702,42.73082577,-45.16129032,0.777977259,-1.235352941,0.951211522,1.294857566,0,84,-84
